State,        Action 1,  Action 2,  Action 3,  Action 4,  Action 5,  Action 6,  Action 7,  Action 8,  Action 9
--- -xo o-x,  9.000000,  7.190000, -0.837100, -0.837100,     -    ,     -    ,     -    ,  7.190000,     -    
--- -xo ox-,  7.190000,  9.000000, -0.837100, -0.837100,     -    ,     -    ,     -    ,     -    ,  7.190000
--- -xo x-o, -9.100000, -9.100000,  9.000000, -9.100000,     -    ,     -    ,     -    , -9.100000,     -    
--- -xo xo-,  7.190000, -0.837100,  9.000000,  7.190000,     -    ,     -    ,     -    ,     -    ,  7.190000
--- -xx -oo, -9.100000, -9.100000, -9.100000,  9.000000,     -    ,     -    ,  7.190000,     -    ,     -    
--- -xx o-o, -9.100000, -9.100000, -9.100000,  9.000000,     -    ,     -    ,     -    ,  7.190000,     -    
--- -xx oo-, -9.100000, -9.100000, -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    ,  7.190000
--- o-- --x, -0.778051, -0.778051,  5.723900,     -    ,  5.723900, -0.778051,  5.723900, -6.151510,     -    
--- o-- -x-, -0.778051, -6.151510, -0.778051,     -    ,  5.723900, -0.778051,  5.723900,     -    , -6.151510
--- o-- oxx, -7.471000, -9.100000, -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    
--- o-- x--, -0.778051, -0.778051, -0.778051,     -    ,  5.723900, -0.778051,     -    ,  5.723900,  5.723900
--- o-- xox, -7.471000, -0.837100,  7.190000,     -    ,  7.190000, -0.837100,     -    ,     -    ,     -    
--- o-- xxo, -7.471000, -7.471000, -7.471000,     -    ,  7.190000, -0.837100,     -    ,     -    ,     -    
--- o-o -xx, -9.100000, -9.100000, -9.100000,     -    ,  7.190000,     -    ,  9.000000,     -    ,     -    
--- o-o x-x, -9.100000, -9.100000, -9.100000,     -    ,  7.190000,     -    ,     -    ,  9.000000,     -    
--- o-o xx-, -9.100000, -9.100000, -9.100000,     -    ,  7.190000,     -    ,     -    ,     -    ,  9.000000
--- o-x ---, -0.778051, -0.778051, -0.778051,     -    , -0.778051,     -    , -0.778051, -0.778051, -0.778051
--- o-x -ox,  7.190000, -0.837100,  9.000000,     -    ,  7.190000,     -    , -0.837100,     -    ,     -    
--- o-x -xo, -0.837100, -0.837100, -7.471000,     -    , -0.837100,     -    , -0.837100,     -    ,     -    
--- o-x o-x,  7.190000, -9.100000,  9.000000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    
--- o-x ox-,  5.723900, -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000
--- o-x x-o, -0.837100, -0.837100, -0.837100,     -    , -0.837100,     -    ,     -    , -0.837100,     -    
--- o-x xo-, -0.837100, -0.837100,  7.190000,     -    , -0.837100,     -    ,     -    ,     -    , -0.837100
--- oo- -xx, -9.100000, -9.100000, -9.100000,     -    ,     -    ,  7.190000,  9.000000,     -    ,     -    
--- oo- x-x, -9.100000, -9.100000, -9.100000,     -    ,     -    ,  7.190000,     -    ,  9.000000,     -    
--- oo- xx-, -9.100000, -9.100000, -9.100000,     -    ,     -    , -0.837100,     -    ,     -    ,  9.000000
--- oox --x, -0.837100, -0.837100,  9.000000,     -    ,     -    ,     -    ,  7.190000,  7.190000,     -    
--- oox -x-, -0.837100, -7.471000, -0.837100,     -    ,     -    ,     -    , -0.837100,     -    ,  7.190000
--- oox oxx, -9.100000, -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
--- oox x--, -0.837100, -0.837100, -0.837100,     -    ,     -    ,     -    ,     -    , -0.837100,  7.190000
--- oox xox, -9.100000, -0.910000,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
--- oox xxo, -0.910000, -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
--- ox- ---,  5.723900,  5.723900,  5.723900,     -    ,     -    , -0.778051,  5.723900,  5.723900,  5.723900
--- ox- -ox,  9.000000, -0.837100,  7.190000,     -    ,     -    ,  7.190000,  7.190000,     -    ,     -    
--- ox- -xo, -0.837100,  9.000000,  7.190000,     -    ,     -    , -0.837100,  7.190000,     -    ,     -    
--- ox- o-x,  9.000000, -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000,     -    
--- ox- ox-,  7.190000,  9.000000, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000
--- ox- x-o, -0.837100,  7.190000,  9.000000,     -    ,     -    , -0.837100,     -    ,  7.190000,     -    
--- ox- xo-,  7.190000, -0.837100,  9.000000,     -    ,     -    , -0.837100,     -    ,     -    ,  7.190000
--- oxo --x,  9.000000,  7.190000,  7.190000,     -    ,     -    ,     -    ,  7.190000,  7.190000,     -    
--- oxo -x-,  7.190000,  9.000000,  7.190000,     -    ,     -    ,     -    ,  7.190000,     -    ,  7.190000
--- oxo oxx,  9.000000,  9.000000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
--- oxo x--,  7.190000,  7.190000,  9.000000,     -    ,     -    ,     -    ,     -    ,  7.190000,  7.190000
--- oxo xox,  9.000000,  7.190000,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
--- oxo xxo, -9.100000,  9.000000,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
--- oxx --o, -0.837100, -0.837100, -7.471000,     -    ,     -    ,     -    , -0.837100, -0.837100,     -    
--- oxx -o-, -0.837100, -7.471000,  7.190000,     -    ,     -    ,     -    , -0.837100,     -    ,  7.190000
--- oxx o--, -0.837100, -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000
--- oxx oox,  9.000000, -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
--- oxx oxo, -0.910000,  9.000000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
--- oxx xoo, -0.910000, -0.910000,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
--- x-- --o, -6.151510, -6.151510, -0.778051,     -    , -0.778051, -6.151510,  5.723900, -6.151510,     -    
--- x-- -o-, -6.151510, -0.778051, -0.778051,     -    ,  5.723900, -6.151510,  5.723900,     -    , -0.778051
--- x-- o--, -6.151510, -6.151510, -0.778051,     -    , -0.778051, -6.151510,     -    , -0.778051, -0.778051
--- x-- oox, -7.471000,  5.723900,  5.723900,     -    ,  7.190000,  7.190000,     -    ,     -    ,     -    
--- x-- oxo, -7.471000, -7.471000, -0.837100,     -    ,  7.190000, -7.471000,     -    ,     -    ,     -    
--- x-- xoo,  9.000000,  5.723900,  7.190000,     -    ,  7.190000,  7.190000,     -    ,     -    ,     -    
--- x-o ---, -0.778051, -0.778051, -0.778051,     -    , -0.778051,     -    , -0.778051, -0.778051, -0.778051
--- x-o -ox,  7.190000, -0.837100, -0.837100,     -    , -0.837100,     -    , -0.837100,     -    ,     -    
--- x-o -xo, -9.100000, -9.100000,  5.723900,     -    , -9.100000,     -    , -9.100000,     -    ,     -    
--- x-o o-x, -0.837100, -0.837100, -0.837100,     -    , -0.837100,     -    ,     -    , -0.837100,     -    
--- x-o ox-, -7.471000, -0.837100, -0.837100,     -    , -0.837100,     -    ,     -    ,     -    , -0.837100
--- x-o x-o,  9.000000, -9.100000,  7.190000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    
--- x-o xo-,  9.000000, -0.837100,  7.190000,     -    ,  7.190000,     -    ,     -    ,     -    , -0.837100
--- x-x -oo, -9.100000, -9.100000, -9.100000,     -    ,  9.000000,     -    ,  7.190000,     -    ,     -    
--- x-x o-o, -9.100000, -9.100000, -9.100000,     -    ,  9.000000,     -    ,     -    , -7.471000,     -    
--- x-x oo-, -9.100000, -9.100000, -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    ,  7.190000
--- xo- ---, -0.778051, -0.778051, -0.778051,     -    ,     -    , -6.151510, -0.778051, -0.778051, -0.778051
--- xo- -ox, -9.100000, -0.837100, -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    
--- xo- -xo, -0.837100, -9.100000, -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    
--- xo- o-x, -9.100000, -9.100000, -0.837100,     -    ,     -    , -9.100000,     -    , -9.100000,     -    
--- xo- ox-, -9.100000, -9.100000, -0.837100,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000
--- xo- x-o,  9.000000, -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000,     -    
--- xo- xo-,  9.000000, -0.837100, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000
--- xoo --x, -0.837100, -0.837100, -0.837100,     -    ,     -    ,     -    ,  7.190000, -0.837100,     -    
--- xoo -x-, -0.837100, -7.471000, -0.837100,     -    ,     -    ,     -    ,  7.190000,     -    , -0.837100
--- xoo oxx, -9.100000, -9.100000, -0.910000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
--- xoo x--,  9.000000, -0.837100, -0.837100,     -    ,     -    ,     -    ,     -    ,  7.190000,  7.190000
--- xoo xox,  9.000000, -0.910000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
--- xoo xxo,  9.000000, -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
--- xox --o, -7.471000, -9.100000, -9.100000,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    
--- xox -o-, -9.100000, -7.471000, -9.100000,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000
--- xox o--, -9.100000, -9.100000, -7.471000,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000
--- xox oox, -9.100000, -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
--- xox oxo, -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
--- xox xoo,  9.000000, -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
--- xx- -oo, -9.100000, -9.100000, -9.100000,     -    ,     -    ,  9.000000,  7.190000,     -    ,     -    
--- xx- o-o, -9.100000, -9.100000, -9.100000,     -    ,     -    ,  9.000000,     -    ,  7.190000,     -    
--- xx- oo-, -9.100000, -9.100000, -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    ,  7.190000
--- xxo --o, -9.100000, -9.100000, -0.837100,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    
--- xxo -o-,  7.190000, -7.471000, -0.837100,     -    ,     -    ,     -    ,  7.190000,     -    , -0.837100
--- xxo o--, -7.471000, -0.837100, -0.837100,     -    ,     -    ,     -    ,     -    , -0.837100, -0.837100
--- xxo oox,  9.000000, -0.910000, -0.910000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
--- xxo oxo, -9.100000,  9.000000, -0.910000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
--- xxo xoo,  9.000000, -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
--o --- --x,  5.723900, -0.778051,     -    , -0.778051, -0.778051, -6.151510,  5.723900,  5.723900,     -    
--o --- -x-, -0.778051, -6.151510,     -    , -6.151510, -0.778051, -6.151510, -6.151510,     -    ,  5.723900
--o --- oxx, -9.100000, -9.100000,     -    , -9.100000,  7.190000, -9.100000,     -    ,     -    ,     -    
--o --- x--,  5.723900, -0.778051,     -    , -6.151510, -0.778051, -0.778051,     -    , -6.151510,  5.723900
--o --- xox,  7.190000, -0.837100,     -    , -0.837100, -0.837100, -7.471000,     -    ,     -    ,     -    
--o --- xxo, -9.100000, -9.100000,     -    , -9.100000, -9.100000, -7.471000,     -    ,     -    ,     -    
--o --o -xx,  7.190000,  7.190000,     -    ,  5.723900,  7.190000,     -    ,  9.000000,     -    ,     -    
--o --o x-x,  7.190000,  5.723900,     -    ,  7.190000,  7.190000,     -    ,     -    ,  9.000000,     -    
--o --o xx-, -9.100000, -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,  9.000000
--o --x ---, -0.778051, -0.778051,     -    , -6.151510, -0.778051,     -    , -0.778051, -6.151510, -6.151510
--o --x -ox, -7.471000, -0.837100,     -    , -7.471000,  7.190000,     -    , -7.471000,     -    ,     -    
--o --x -xo, -0.837100, -7.471000,     -    , -7.471000,  7.190000,     -    , -7.471000,     -    ,     -    
--o --x o-x, -9.100000, -9.100000,     -    , -9.100000,  7.190000,     -    ,     -    , -9.100000,     -    
--o --x ox-, -9.100000, -9.100000,     -    , -9.100000,  7.190000,     -    ,     -    ,     -    , -9.100000
--o --x x-o, -0.837100, -0.837100,     -    ,  7.190000, -0.837100,     -    ,     -    , -7.471000,     -    
--o --x xo-, -0.837100, -0.837100,     -    ,  7.190000, -0.837100,     -    ,     -    ,     -    , -7.471000
--o -o- -xx, -9.100000, -9.100000,     -    , -9.100000,     -    , -9.100000,  9.000000,     -    ,     -    
--o -o- x-x,  7.190000, -0.837100,     -    ,  7.190000,     -    , -0.837100,     -    ,  9.000000,     -    
--o -o- xx-,  7.190000, -7.471000,     -    ,  7.190000,     -    , -0.837100,     -    ,     -    ,  9.000000
--o -ox --x, -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    , -0.837100, -9.100000,     -    
--o -ox -x-, -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    , -0.837100,     -    , -9.100000
--o -ox x--, -0.837100, -0.837100,     -    , -7.471000,     -    ,     -    ,     -    , -0.837100, -0.837100
--o -ox xox, -9.100000, -0.910000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    
--o -ox xxo, -0.910000, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    
--o -x- ---, -0.778051, -0.778051,     -    , -0.778051,     -    , -0.778051, -0.778051, -0.778051, -0.778051
--o -x- -ox,  9.000000, -0.837100,     -    ,  7.190000,     -    ,  7.190000, -0.837100,     -    ,     -    
--o -x- -xo, -9.100000,  9.000000,     -    , -9.100000,     -    ,  7.190000, -9.100000,     -    ,     -    
--o -x- o-x,  9.000000,  7.190000,     -    ,  7.190000,     -    ,  7.190000,     -    ,  7.190000,     -    
--o -x- ox-,  7.190000,  9.000000,     -    ,  7.190000,     -    ,  7.190000,     -    ,     -    ,  7.190000
--o -x- x-o, -9.100000, -9.100000,     -    , -9.100000,     -    , -0.837100,     -    , -9.100000,     -    
--o -x- xo-,  7.190000, -0.837100,     -    ,  7.190000,     -    , -0.837100,     -    ,     -    , -0.837100
--o -xo --x,  9.000000,  7.190000,     -    , -0.837100,     -    ,     -    ,  7.190000,  7.190000,     -    
--o -xo -x-, -9.100000,  9.000000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,  7.190000
--o -xo oxx,  9.000000,  9.000000,     -    ,  7.190000,     -    ,     -    ,     -    ,     -    ,     -    
--o -xo x--, -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000,  7.190000
--o -xo xox,  9.000000, -0.910000,     -    , -0.910000,     -    ,     -    ,     -    ,     -    ,     -    
--o -xx --o, -0.837100,  7.190000,     -    ,  9.000000,     -    ,     -    , -0.837100,  7.190000,     -    
--o -xx -o-,  7.190000, -0.837100,     -    ,  9.000000,     -    ,     -    , -0.837100,     -    ,  7.190000
--o -xx o--,  7.190000,  7.190000,     -    ,  9.000000,     -    ,     -    ,     -    ,  7.190000,  7.190000
--o -xx oox,  9.000000,  7.190000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    
--o -xx oxo,  7.190000,  9.000000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    
--o -xx xoo, -0.910000, -0.910000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    
--o o-- -xx,  7.190000,  7.190000,     -    ,     -    ,  7.190000, -7.471000,  9.000000,     -    ,     -    
--o o-- x-x,  7.190000, -0.837100,     -    ,     -    ,  7.190000, -0.837100,     -    ,  9.000000,     -    
--o o-- xx-, -0.837100,  7.190000,     -    ,     -    ,  7.190000, -0.837100,     -    ,     -    ,  9.000000
--o o-x --x, -0.837100, -7.471000,     -    ,     -    , -7.471000,     -    , -0.837100, -7.471000,     -    
--o o-x -x-, -0.837100, -0.837100,     -    ,     -    , -0.837100,     -    , -0.837100,     -    , -7.471000
--o o-x oxx, -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    
--o o-x x--, -0.837100, -0.837100,     -    ,     -    , -0.837100,     -    ,     -    , -0.837100, -0.837100
--o o-x xox, -0.910000, -0.910000,     -    ,     -    , -0.910000,     -    ,     -    ,     -    ,     -    
--o o-x xxo, -0.910000, -0.910000,     -    ,     -    , -0.910000,     -    ,     -    ,     -    ,     -    
--o oox -xx, -9.100000, -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    
--o oox x-x, -0.910000, -0.910000,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    
--o oox xx-, -0.910000, -0.910000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000
--o ox- --x,  9.000000,  7.190000,     -    ,     -    ,     -    , -7.471000,  7.190000,  7.190000,     -    
--o ox- -x-,  7.190000,  9.000000,     -    ,     -    ,     -    , -0.837100,  7.190000,     -    ,  7.190000
--o ox- oxx,  9.000000,  9.000000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    
--o ox- x--, -0.837100, -0.837100,     -    ,     -    ,     -    , -0.837100,     -    ,  7.190000,  7.190000
--o ox- xox,  9.000000, -0.910000,     -    ,     -    ,     -    , -0.910000,     -    ,     -    ,     -    
--o ox- xxo, -9.100000,  9.000000,     -    ,     -    ,     -    , -0.910000,     -    ,     -    ,     -    
--o oxo -xx,  9.000000,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    
--o oxo x-x,  9.000000,  7.190000,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    
--o oxo xx-, -9.100000,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000
--o oxx ---, -0.837100, -0.837100,     -    ,     -    ,     -    ,     -    , -0.837100, -0.837100, -7.471000
--o oxx -ox,  9.000000, -0.910000,     -    ,     -    ,     -    ,     -    , -0.910000,     -    ,     -    
--o oxx -xo, -0.910000,  9.000000,     -    ,     -    ,     -    ,     -    , -0.910000,     -    ,     -    
--o oxx o-x,  9.000000, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    
--o oxx ox-,  7.190000,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000
--o oxx x-o, -0.910000, -0.910000,     -    ,     -    ,     -    ,     -    ,     -    , -0.910000,     -    
--o oxx xo-, -0.910000, -0.910000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -0.910000
--o x-- ---,  5.723900, -6.151510,     -    ,     -    , -0.778051, -6.151510, -6.151510, -6.151510, -0.778051
--o x-- -ox,  7.190000, -0.837100,     -    ,     -    ,  7.190000, -7.471000, -0.837100,     -    ,     -    
--o x-- -xo, -9.100000, -9.100000,     -    ,     -    , -9.100000, -7.471000, -9.100000,     -    ,     -    
--o x-- o-x, -9.100000, -9.100000,     -    ,     -    ,  7.190000, -9.100000,     -    , -9.100000,     -    
--o x-- ox-, -9.100000, -9.100000,     -    ,     -    ,  7.190000, -9.100000,     -    ,     -    , -9.100000
--o x-- x-o,  9.000000, -9.100000,     -    ,     -    , -9.100000,  7.190000,     -    , -9.100000,     -    
--o x-- xo-,  9.000000, -0.837100,     -    ,     -    ,  7.190000,  7.190000,     -    ,     -    , -0.837100
--o x-o --x,  7.190000,  5.723900,     -    ,     -    , -0.837100,     -    ,  7.190000,  5.723900,     -    
--o x-o -x-, -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000,     -    ,  5.723900
