State,        Action 1,  Action 2,  Action 3,  Action 4,  Action 5,  Action 6,  Action 7,  Action 8,  Action 9
-x- -x- oox, -0.181000,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    
-x- -x- xoo, -9.100000,     -    , -0.181000, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    
-x- -xo ---, -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000, -7.471000, -9.100000
-x- -xo -ox, -0.181000,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    
-x- -xo o-x, -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    , -9.100000,     -    
-x- -xo x-o, -9.100000,     -    ,  9.000000, -9.100000,     -    ,     -    ,     -    , -9.100000,     -    
-x- -xo xo-, -9.100000,     -    , -0.181000, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000
-x- -xx -oo, -9.100000,     -    , -9.100000, -0.181000,     -    ,     -    ,  9.000000,     -    ,     -    
-x- -xx o-o, -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    
-x- -xx oo-, -9.100000,     -    , -9.100000,  7.190000,     -    ,     -    ,     -    ,     -    ,  9.000000
-x- o-- --x, -6.151510,     -    , -7.471000,     -    , -0.246610, -7.471000, -7.471000, -7.471000,     -    
-x- o-- -x-, -9.100000,     -    , -9.100000,     -    ,  5.723900, -9.100000, -9.100000,     -    , -9.100000
-x- o-- oxx,  9.000000,     -    , -9.100000,     -    ,  7.190000, -9.100000,     -    ,     -    ,     -    
-x- o-- x--, -7.471000,     -    , -7.471000,     -    , -0.246610, -7.471000,     -    , -7.471000, -7.471000
-x- o-- xox, -7.471000,     -    , -0.181000,     -    , -0.181000, -7.471000,     -    ,     -    ,     -    
-x- o-- xxo, -9.100000,     -    , -9.100000,     -    ,  7.190000, -9.100000,     -    ,     -    ,     -    
-x- o-o -xx, -9.100000,     -    , -9.100000,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    
-x- o-o x-x, -9.100000,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    , -7.471000,     -    
-x- o-o xx-, -9.100000,     -    , -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000
-x- o-x ---, -6.151510,     -    , -0.246610,     -    , -7.471000,     -    , -6.151510, -7.471000, -0.246610
-x- o-x -ox, -9.100000,     -    , -0.181000,     -    , -9.100000,     -    , -9.100000,     -    ,     -    
-x- o-x -xo, -9.100000,     -    , -9.100000,     -    , -0.181000,     -    , -9.100000,     -    ,     -    
-x- o-x o-x,  9.000000,     -    ,  7.190000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    
-x- o-x ox-,  9.000000,     -    , -9.100000,     -    ,  7.190000,     -    ,     -    ,     -    , -9.100000
-x- o-x x-o, -7.471000,     -    , -0.181000,     -    , -0.181000,     -    ,     -    , -7.471000,     -    
-x- o-x xo-, -7.471000,     -    , -0.181000,     -    , -7.471000,     -    ,     -    ,     -    , -7.471000
-x- oo- -xx, -9.100000,     -    , -9.100000,     -    ,     -    ,  9.000000,  7.190000,     -    ,     -    
-x- oo- x-x, -9.100000,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    , -0.181000,     -    
-x- oo- xx-, -9.100000,     -    , -9.100000,     -    ,     -    ,  9.000000,     -    ,     -    ,  7.190000
-x- oox --x, -9.100000,     -    , -0.181000,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    
-x- oox -x-,  7.190000,     -    , -0.181000,     -    ,     -    ,     -    ,  7.190000,     -    , -0.181000
-x- oox oxx,  9.000000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-x- oox x--, -7.471000,     -    , -0.181000,     -    ,     -    ,     -    ,     -    , -7.471000, -0.181000
-x- oox xox, -9.100000,     -    , -0.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-x- oox xxo,  9.000000,     -    , -0.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-x- ox- ---, -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000, -7.471000, -9.100000
-x- ox- -ox, -0.181000,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    
-x- ox- o-x,  9.000000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000,     -    
-x- ox- x-o, -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000,     -    
-x- ox- xo-, -9.100000,     -    , -0.181000,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000
-x- oxo --x, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    
-x- oxo x--, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000
-x- oxo xox, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-x- oxx --o, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000, -0.181000,     -    
-x- oxx -o-, -0.181000,     -    , -0.181000,     -    ,     -    ,     -    ,  7.190000,     -    , -0.181000
-x- oxx o--,  9.000000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,  7.190000, -9.100000
-x- oxx oox,  9.000000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-x- oxx xoo, -9.100000,     -    , -0.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-x- x-- --o, -7.471000,     -    ,  5.723900,     -    , -7.471000, -6.151510,  5.723900, -6.151510,     -    
-x- x-- -o-, -0.246610,     -    , -0.246610,     -    , -7.471000, -7.471000, -6.151510,     -    , -6.151510
-x- x-- o--, -7.471000,     -    , -7.471000,     -    , -0.246610, -0.246610,     -    , -6.151510,  5.723900
-x- x-- oox, -7.471000,     -    , -7.471000,     -    , -7.471000, -7.471000,     -    ,     -    ,     -    
-x- x-- oxo, -9.100000,     -    , -9.100000,     -    ,  7.190000, -9.100000,     -    ,     -    ,     -    
-x- x-- xoo, -7.471000,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    
-x- x-o ---, -0.246610,     -    , -6.151510,     -    , -7.471000,     -    , -0.246610, -7.471000, -6.151510
-x- x-o -ox, -0.181000,     -    , -7.471000,     -    , -7.471000,     -    , -7.471000,     -    ,     -    
-x- x-o -xo, -9.100000,     -    ,  9.000000,     -    ,  7.190000,     -    , -9.100000,     -    ,     -    
-x- x-o o-x, -0.181000,     -    , -7.471000,     -    , -0.181000,     -    ,     -    , -7.471000,     -    
-x- x-o ox-, -9.100000,     -    , -9.100000,     -    , -0.181000,     -    ,     -    ,     -    , -9.100000
-x- x-o x-o,  7.190000,     -    ,  9.000000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    
-x- x-o xo-, -0.181000,     -    , -9.100000,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000
-x- x-x -oo, -9.100000,     -    , -9.100000,     -    ,  7.190000,     -    ,  9.000000,     -    ,     -    
-x- x-x o-o, -9.100000,     -    , -9.100000,     -    ,  7.190000,     -    ,     -    ,  9.000000,     -    
-x- x-x oo-, -9.100000,     -    , -9.100000,     -    ,  7.190000,     -    ,     -    ,     -    ,  9.000000
-x- xo- ---, -0.246610,     -    , -0.246610,     -    ,     -    , -7.471000, -0.246610, -7.471000, -7.471000
-x- xo- -ox, -0.181000,     -    , -0.181000,     -    ,     -    , -7.471000, -7.471000,     -    ,     -    
-x- xo- -xo,  9.000000,     -    ,  7.190000,     -    ,     -    ,  7.190000,  7.190000,     -    ,     -    
-x- xo- o-x, -0.181000,     -    ,  9.000000,     -    ,     -    , -0.181000,     -    , -7.471000,     -    
-x- xo- ox-,  7.190000,     -    ,  9.000000,     -    ,     -    , -0.181000,     -    ,     -    ,  7.190000
-x- xo- x-o,  9.000000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000,     -    
-x- xo- xo-, -0.181000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000
-x- xoo --x, -0.181000,     -    , -7.471000,     -    ,     -    ,     -    , -0.181000, -7.471000,     -    
-x- xoo -x-, -0.181000,     -    ,  7.190000,     -    ,     -    ,     -    , -0.181000,     -    ,  7.190000
-x- xoo oxx, -0.100000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-x- xoo x--, -0.181000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000
-x- xoo xox, -0.100000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-x- xoo xxo,  9.000000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-x- xox --o,  9.000000,     -    ,  7.190000,     -    ,     -    ,     -    ,  7.190000,  7.190000,     -    
-x- xox -o-, -0.181000,     -    , -0.181000,     -    ,     -    ,     -    ,  7.190000,     -    ,  7.190000
-x- xox o--,  7.190000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,  7.190000,  7.190000
-x- xox oox, -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-x- xox oxo,  9.000000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-x- xox xoo,  9.000000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-x- xx- -oo, -9.100000,     -    , -9.100000,     -    ,     -    ,  7.190000,  9.000000,     -    ,     -    
-x- xx- o-o, -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000,     -    ,  9.000000,     -    
-x- xx- oo-, -9.100000,     -    , -9.100000,     -    ,     -    , -0.181000,     -    ,     -    ,  9.000000
-x- xxo --o, -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000,  7.190000,     -    
-x- xxo -o-, -0.181000,     -    , -0.181000,     -    ,     -    ,     -    , -0.181000,     -    ,  7.190000
-x- xxo o--, -9.100000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    , -0.181000, -9.100000
-x- xxo oox, -0.100000,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-x- xxo xoo, -9.100000,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    
-xo --- --x, -7.471000,     -    ,     -    , -7.471000, -0.246610, -7.471000, -7.471000, -0.246610,     -    
-xo --- -x-, -9.100000,     -    ,     -    , -9.100000,  5.723900, -9.100000, -9.100000,     -    , -9.100000
-xo --- oxx, -9.100000,     -    ,     -    , -9.100000,  9.000000, -9.100000,     -    ,     -    ,     -    
-xo --- x--, -7.471000,     -    ,     -    , -7.471000, -0.246610, -6.151510,     -    , -0.246610, -0.246610
-xo --- xox, -0.181000,     -    ,     -    , -0.181000, -0.181000, -7.471000,     -    ,     -    ,     -    
-xo --- xxo, -9.100000,     -    ,     -    , -9.100000,  7.190000,  9.000000,     -    ,     -    ,     -    
-xo --o -xx, -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    
-xo --o x-x, -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    , -7.471000,     -    
-xo --o xx-, -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,  9.000000
-xo --x ---, -7.471000,     -    ,     -    , -0.246610, -0.246610,     -    , -7.471000, -0.246610, -7.471000
-xo --x -ox, -0.181000,     -    ,     -    , -0.181000, -0.181000,     -    , -7.471000,     -    ,     -    
-xo --x -xo, -9.100000,     -    ,     -    , -9.100000,  7.190000,     -    , -9.100000,     -    ,     -    
-xo --x o-x,  7.190000,     -    ,     -    ,  7.190000,  9.000000,     -    ,     -    , -7.471000,     -    
-xo --x ox-, -9.100000,     -    ,     -    , -9.100000,  9.000000,     -    ,     -    ,     -    , -9.100000
-xo --x x-o, -7.471000,     -    ,     -    , -0.181000, -0.181000,     -    ,     -    , -7.471000,     -    
-xo --x xo-, -0.181000,     -    ,     -    , -0.181000, -0.181000,     -    ,     -    ,     -    , -7.471000
-xo -o- -xx, -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000,  9.000000,     -    ,     -    
-xo -o- x-x, -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000,     -    , -0.181000,     -    
-xo -o- xx-, -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000,     -    ,     -    ,  7.190000
-xo -ox --x, -0.181000,     -    ,     -    , -0.181000,     -    ,     -    ,  9.000000, -0.181000,     -    
-xo -ox -x-,  7.190000,     -    ,     -    , -0.181000,     -    ,     -    ,  9.000000,     -    ,  7.190000
-xo -ox x--, -0.181000,     -    ,     -    , -0.181000,     -    ,     -    ,     -    , -0.181000, -0.181000
-xo -ox xox, -0.100000,     -    ,     -    , -0.100000,     -    ,     -    ,     -    ,     -    ,     -    
-xo -ox xxo,  9.000000,     -    ,     -    , -0.100000,     -    ,     -    ,     -    ,     -    ,     -    
-xo -x- ---, -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000, -0.246610, -9.100000
-xo -x- -ox, -0.181000,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    
-xo -x- o-x, -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000,     -    , -9.100000,     -    
-xo -x- x-o, -9.100000,     -    ,     -    , -9.100000,     -    ,  9.000000,     -    , -0.181000,     -    
-xo -x- xo-, -0.181000,     -    ,     -    , -0.181000,     -    , -0.181000,     -    ,     -    , -0.181000
-xo -xo --x, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    
-xo -xo x--, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    , -0.181000,  9.000000
-xo -xo xox, -0.100000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    
-xo -xx --o, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    
-xo -xx -o-, -9.100000,     -    ,     -    , -0.181000,     -    ,     -    , -9.100000,     -    , -9.100000
-xo -xx o--, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000, -9.100000
-xo -xx oox, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    
-xo -xx xoo, -9.100000,     -    ,     -    , -0.100000,     -    ,     -    ,     -    ,     -    ,     -    
-xo o-- -xx, -9.100000,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    
-xo o-- x-x, -9.100000,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    , -0.181000,     -    
-xo o-- xx-, -9.100000,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000
-xo o-x --x, -0.181000,     -    ,     -    ,     -    , -0.181000,     -    ,  7.190000, -0.181000,     -    
-xo o-x -x-, -9.100000,     -    ,     -    ,     -    , -0.181000,     -    , -9.100000,     -    , -9.100000
-xo o-x oxx,  9.000000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    
-xo o-x x--, -7.471000,     -    ,     -    ,     -    , -0.181000,     -    ,     -    , -0.181000, -0.181000
-xo o-x xox, -0.100000,     -    ,     -    ,     -    , -0.100000,     -    ,     -    ,     -    ,     -    
-xo o-x xxo, -9.100000,     -    ,     -    ,     -    , -0.100000,     -    ,     -    ,     -    ,     -    
-xo oox -xx, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    
-xo oox x-x, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000,     -    
-xo oox xx-, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000
-xo ox- --x, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    
-xo ox- x--, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -0.181000, -9.100000
-xo ox- xox, -0.100000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    
-xo oxo x-x, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    
-xo oxx ---, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -0.181000, -9.100000
-xo oxx -ox, -0.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    
-xo oxx o-x,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    
-xo oxx x-o, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000,     -    
-xo oxx xo-, -0.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -0.100000
-xo x-- ---, -7.471000,     -    ,     -    ,     -    , -0.246610, -6.151510, -7.471000, -0.246610,  5.723900
-xo x-- -ox, -0.181000,     -    ,     -    ,     -    , -0.181000, -7.471000, -7.471000,     -    ,     -    
-xo x-- -xo, -9.100000,     -    ,     -    ,     -    ,  7.190000,  9.000000, -9.100000,     -    ,     -    
-xo x-- o-x, -7.471000,     -    ,     -    ,     -    ,  9.000000, -7.471000,     -    , -7.471000,     -    
-xo x-- ox-, -9.100000,     -    ,     -    ,     -    ,  9.000000, -9.100000,     -    ,     -    , -9.100000
-xo x-- x-o,  7.190000,     -    ,     -    ,     -    , -9.100000,  9.000000,     -    , -9.100000,     -    
-xo x-- xo-, -0.181000,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000
-xo x-o --x, -7.471000,     -    ,     -    ,     -    , -7.471000,     -    , -7.471000, -7.471000,     -    
-xo x-o -x-, -9.100000,     -    ,     -    ,     -    ,  7.190000,     -    , -9.100000,     -    ,  9.000000
-xo x-o oxx, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    
-xo x-o x--, -0.181000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000,  9.000000
-xo x-o xox, -0.100000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    
-xo x-x --o, -9.100000,     -    ,     -    ,     -    ,  7.190000,     -    , -9.100000, -9.100000,     -    
-xo x-x -o-, -9.100000,     -    ,     -    ,     -    , -0.181000,     -    , -9.100000,     -    , -9.100000
-xo x-x o--, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000, -9.100000
-xo x-x oox, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    
-xo x-x oxo, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    
-xo x-x xoo, -9.100000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    
-xo xo- --x, -0.181000,     -    ,     -    ,     -    ,     -    , -7.471000,  9.000000, -0.181000,     -    
-xo xo- -x-,  7.190000,     -    ,     -    ,     -    ,     -    ,  7.190000,  9.000000,     -    ,  7.190000
-xo xo- x--, -0.181000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000
-xo xo- xox, -0.100000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    
-xo xo- xxo,  9.000000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    
-xo xoo -xx, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    
-xo xoo x-x, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    
-xo xoo xx-, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000
-xo xox ---,  7.190000,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000, -0.181000,  7.190000
-xo xox -ox, -0.100000,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    
-xo xox -xo,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    
-xo xox x-o,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    
-xo xox xo-, -0.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000
-xo xx- --o, -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000, -9.100000, -9.100000,     -    
-xo xx- -o-, -9.100000,     -    ,     -    ,     -    ,     -    , -0.181000, -9.100000,     -    , -9.100000
-xo xx- o--, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000
-xo xx- oox, -9.100000,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    
-xo xx- xoo, -9.100000,     -    ,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    
-xo xxo ---, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000, -0.181000,  9.000000
-xo xxo -ox, -0.100000,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    ,     -    
-xo xxo o-x, -9.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    , -9.100000,     -    
-xo xxo xo-, -0.100000,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,     -    ,  9.000000
-xx --- --o, -7.471000,     -    ,     -    , -9.100000, -9.100000, -9.100000, -9.100000, -9.100000,     -    
-xx --- -o-, -0.246610,     -    ,     -    , -9.100000, -9.100000, -9.100000, -9.100000,     -    , -9.100000
-xx --- o--,  5.723900,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    , -9.100000, -9.100000
-xx --- oox, -9.100000,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    
-xx --- oxo, -9.100000,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    
-xx --- xoo, -9.100000,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    ,     -    
-xx --o ---, -7.471000,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000, -9.100000, -9.100000
-xx --o -ox, -0.181000,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    
-xx --o -xo, -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    ,     -    
-xx --o o-x, -0.181000,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    
-xx --o ox-, -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    , -9.100000
-xx --o x-o, -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000,     -    
-xx --o xo-, -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    , -9.100000
-xx --x -oo,  7.190000,     -    ,     -    , -9.100000, -9.100000,     -    ,  9.000000,     -    ,     -    
-xx --x o-o,  7.190000,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    ,  9.000000,     -    
-xx --x oo-, -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    ,     -    ,  9.000000
-xx -o- ---, -0.246610,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000, -9.100000, -9.100000
-xx -o- -ox, -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    
-xx -o- -xo,  9.000000,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    ,     -    
-xx -o- o-x, -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000,     -    , -9.100000,     -    
-xx -o- ox-,  7.190000,     -    ,     -    , -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000
-xx -o- x-o,  9.000000,     -    ,     -    , -9.100000,     -    , -9.100000,     -    , -9.100000,     -    
-xx -o- xo-, -0.181000,     -    ,     -    , -9.100000,     -    , -9.100000,     -    ,     -    , -9.100000
-xx -oo --x, -0.181000,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000, -9.100000,     -    
-xx -oo -x-,  7.190000,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000,     -    , -9.100000
-xx -oo oxx, -0.100000,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    
-xx -oo x--,  7.190000,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    , -9.100000, -9.100000
-xx -oo xox, -0.100000,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    
-xx -oo xxo,  9.000000,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    ,     -    
-xx -ox --o,  9.000000,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    
-xx -ox -o-, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000
-xx -ox o--, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000, -9.100000
-xx -ox oxo,  9.000000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    
-xx -ox xoo,  9.000000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    
-xx -x- -oo, -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000,  9.000000,     -    ,     -    
-xx -x- o-o, -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000,     -    ,  9.000000,     -    
-xx -x- oo-,  7.190000,     -    ,     -    , -9.100000,     -    , -9.100000,     -    ,     -    ,  9.000000
-xx -xo --o, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000,     -    
-xx -xo -o-, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000,     -    , -9.100000
-xx -xo o--, -9.100000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    , -9.100000, -9.100000
-xx -xo oox, -0.100000,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    ,     -    
-xx o-- ---,  5.723900,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000, -9.100000, -9.100000
-xx o-- -ox, -9.100000,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    
-xx o-- -xo, -9.100000,     -    ,     -    ,     -    , -9.100000, -9.100000, -9.100000,     -    ,     -    
-xx o-- o-x,  9.000000,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    
-xx o-- ox-,  9.000000,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000
-xx o-- x-o, -9.100000,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    , -9.100000,     -    
-xx o-- xo-, -9.100000,     -    ,     -    ,     -    , -9.100000, -9.100000,     -    ,     -    , -9.100000
-xx o-o --x,  7.190000,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000, -9.100000,     -    
-xx o-o -x-, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    , -9.100000,     -    , -9.100000
-xx o-o oxx,  9.000000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    
-xx o-o x--, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    , -9.100000, -9.100000
-xx o-o xox, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    
-xx o-o xxo, -9.100000,     -    ,     -    ,     -    ,  9.000000,     -    ,     -    ,     -    ,     -    
-xx o-x --o,  7.190000,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000, -9.100000,     -    
-xx o-x -o-, -9.100000,     -    ,     -    ,     -    , -9.100000,     -    , -9.100000,     -    , -9.100000
-xx o-x o--,  9.000000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    , -9.100000, -9.100000
-xx o-x oxo,  9.000000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    
-xx o-x xoo, -9.100000,     -    ,     -    ,     -    , -9.100000,     -    ,     -    ,     -    ,     -    
